age,gender,height_cm,weight_kg,Excersise,class
61,M,163.9,59.4,0,D
45,M,167.4,67.46,1,B
25,F,152,49.5,0,B
35,M,171.3,77.2,1,B
25,F,168.1,53.6,0,A
36,M,175.6,84.8,0,D
42,M,173.6,75.5,1,B
22,M,174,80.9,0,D
21,M,182.2,80.3,1,B
39,M,170.8,82.5,0,D
44,M,173.5,67.7,1,C
49,M,179.3,75.8,0,A
22,M,165.3,61,1,C
38,M,169,72.9,1,C
27,M,183.1,85.5,0,D
21,F,160.6,47.96,0,B
56,M,169.8,64.78,1,C
25,M,169.9,78.2,0,A
28,M,175.6,72.6,0,A
64,M,165.2,77.9,0,D
26,F,165.1,56.2,0,B
43,M,169.5,67.9,1,C
62,M,171,64.9,0,B
21,M,186.5,73.2,1,C
42,M,171.1,78.3,0,A
22,F,162.3,52.9,0,A
22,F,166.3,56.2,1,A
53,F,155,52.5,1,C
25,F,166.1,54.5,0,B
22,M,167.7,66.5,0,D
26,F,175.6,62.8,0,B
49,M,178.9,81.9,0,B
45,M,174.7,90.3,0,D
42,F,160,56.8,0,D
27,M,170.7,72,0,A
46,F,155.1,62.5,0,D
22,F,151,67.6,0,B
26,M,171.1,60.3,0,A
21,F,161.7,59.7,0,D
53,M,169,67.8,1,C
58,F,163,57.9,1,C
24,M,174.5,71,1,C
21,M,180,82.5,1,C
56,F,158.3,55.8,0,B
56,F,152.2,64.3,0,D
62,M,164.8,78.8,0,B
25,M,168.2,58.4,0,D
37,F,156.6,50.3,1,C
46,M,165.6,69.58,0,D
29,M,174.3,84.3,1,C
29,M,173,73.8,1,B
24,F,155.4,53.7,0,A
31,M,175.8,71.3,1,C
64,M,171.6,55.5,1,C
47,F,159.8,47.7,1,C
53,M,173.1,73.5,1,C
26,M,183.4,77.8,0,A
23,M,171.1,64.8,0,D
21,M,175.4,68.1,1,C
28,M,179,80.6,0,A
45,M,173,65.54,0,A
46,F,159.7,49.3,0,B
30,M,166.8,70.3,0,A
58,M,170.6,73.6,0,D
22,M,167.2,64,1,B
37,M,173.5,80.6,0,A
37,M,166.2,75.6,0,A
32,M,165.7,76.6,1,B
33,M,183.1,75.3,0,D
25,M,182.5,71.1,1,C
24,M,175.3,72.3,1,C
24,M,183.1,77.6,1,C
27,M,170.4,66.1,0,A
29,F,168.8,51,0,A
63,F,157.4,48.2,0,A
49,M,170.4,75.9,0,D
27,M,171.7,77.3,0,A
27,M,164.7,59.1,0,D
26,M,170.7,71.84,0,A
51,F,160.4,60.7,0,D
26,M,176,72.4,0,A
37,M,162.5,57.7,0,A
23,M,177,80.8,1,C
60,M,168.1,60.1,0,A
61,M,158.6,64.3,0,B
63,F,159.9,61.3,1,C
21,F,154.4,54.2,0,B
60,M,167.6,68.1,0,D
48,F,168.8,46.1,1,C
38,F,156.5,49.5,0,B
21,F,170.2,65.8,1,C
47,F,172,57.66,1,C
50,M,170.4,69.5,0,B
33,M,179.6,75.9,1,C
40,F,173.2,65.22,1,C
35,M,165.6,88.5,0,D
41,M,170.6,70.3,1,B
22,M,171.4,56.6,0,D
46,M,170.3,69.6,1,C
27,M,162.6,79.6,0,D
50,F,159.4,61.3,1,C
32,M,183.8,96.2,1,C
35,F,159.9,56.5,0,D
31,M,177.2,101.1,0,D
40,M,169.8,86.4,0,D
24,F,154.4,49.52,0,B
33,M,181.7,81.2,1,C
31,M,171.5,61,1,B
26,F,159.2,51.98,1,C
23,F,157.1,57.7,1,C
22,F,155,51.5,1,C
21,M,177.3,69.9,1,C
30,M,177,74.8,1,C
21,F,159.9,53.5,0,B
21,F,166.8,57.9,0,B
50,F,164.8,60.2,1,C
21,M,182.4,76.1,1,C
39,M,183.2,98.76,0,D
46,F,166.8,64.5,1,C
22,M,166.5,67,0,A
34,M,171.7,81.1,1,C
61,F,153.8,52.3,0,B
58,M,163,57.5,0,A
47,M,167.1,74.6,0,B
59,F,157,50.7,0,B
25,M,171.4,69,1,B
24,F,177.4,62.7,1,A
59,F,159,58.4,1,C
29,M,178.9,83.1,0,A
22,M,178.4,86.8,0,D
37,M,171.5,89.2,0,D
62,F,161.9,61.6,0,D
32,F,164.8,69.6,0,D
51,M,171.5,68.8,0,D
41,M,179.7,72.2,1,B
23,M,172.3,80.2,1,C
52,F,152.8,46.2,0,A
24,F,167.6,71.9,1,A
22,M,175.8,69.66,1,B
25,F,161.6,45.4,0,A
39,F,158.5,53.6,0,A
28,M,175.4,60.6,0,A
21,M,179.6,89.4,0,A
63,M,163.2,56.8,0,B
62,F,157.2,50.4,0,A
64,M,169.8,66.9,0,A
29,M,173.9,75.1,1,B
62,F,152.5,60.1,0,B
29,M,171.4,75.88,0,D
30,M,172.5,67.4,1,B
22,M,171.2,67.1,0,A
61,F,153.8,50,1,C
23,M,185.7,108.9,0,D
54,F,159.1,64.22,0,D
61,F,154.4,52.3,0,B
60,F,157.7,60.3,0,D
63,F,154.5,64.5,0,B
40,F,158,53.8,0,B
54,M,167.1,64.6,0,B
27,M,179,72.52,0,A
39,M,176,67.9,1,C
52,F,161.8,69.3,0,D
22,F,159.9,59.8,1,A
25,M,176.6,70.8,1,C
40,M,178.9,73.8,1,C
29,M,174.3,75.5,1,B
43,M,161.8,68.4,1,B
26,F,166,66.1,0,B
26,F,164.9,59.5,0,B
32,F,157.6,49.44,0,B
24,M,177.3,70.8,1,C
55,F,154.7,54.9,0,D
32,M,183.9,87.6,0,D
44,M,173.8,76.6,1,C
54,F,153.4,62.6,0,B
26,M,176.5,70.3,1,C
63,F,158.4,76.4,0,D
43,F,153.2,51.7,0,B
61,F,150.7,50.2,1,C
52,M,178.1,76.5,0,A
25,M,172.9,69.7,0,D
27,F,165.8,64.1,0,B
26,M,178.5,81.2,1,B
21,F,171,64.26,1,C
28,M,175.5,80,1,B
21,M,169.7,69.7,0,D
61,F,154.3,41.4,0,A
21,M,167.4,74.9,0,A
21,F,163.3,54.1,0,A
27,M,182.3,83.2,1,B
21,M,174.9,70.3,1,C
27,F,166.5,58.5,0,B
32,F,162.7,54.7,1,C
22,F,155.1,59.9,1,A
48,F,157,59.3,0,D
58,F,160.6,55.8,0,B
32,M,172.8,77.3,1,B
62,M,172,65.2,0,D
56,M,168.6,73.8,0,B
60,M,171,77.3,0,A
31,F,168,58.9,1,A
28,M,180.6,70.3,1,B
24,M,181.4,88.8,1,C
27,M,174.3,66.2,0,A
36,M,174.5,76.8,0,D
63,M,168.4,61.5,0,B
23,M,173.3,90.4,0,D
51,M,169.4,72.6,0,D
24,F,164.1,49.38,0,A
25,F,157.6,59.8,0,B
22,F,167.9,53.9,1,C
41,F,156.3,52.7,0,B
22,M,176,79.6,0,A
40,F,166,58.5,1,A
36,M,173,73.9,0,A
59,M,175,70.6,1,C
32,M,175,65.5,0,A
64,M,167.7,73.8,0,D
41,M,168.3,63.3,0,A
26,M,180.6,80.1,0,A
23,F,160.6,58.3,1,A
63,F,153.5,58.16,0,D
58,F,154.8,57.36,0,B
40,M,178.9,76.9,0,A
39,M,180.9,79.7,1,C
29,F,161.1,73.52,0,D
60,M,174.5,75.1,0,B
44,M,172.7,82.7,0,D
30,F,166.3,55.2,1,A
57,F,153.5,52.9,0,B
46,F,162.3,60.3,1,C
54,M,160.4,57.1,0,A
21,F,160.3,48.7,0,B
25,M,176.3,80,0,D
27,F,154.7,46.8,0,D
53,F,158.4,51.7,0,A
21,M,183.1,82.8,1,C
27,M,170.3,73.1,0,D
27,M,148,66.3,0,A
47,F,155.6,66.8,0,D
35,M,182.2,82,0,D
64,M,167.8,64.2,0,B
62,M,170.2,59.9,0,B
30,M,175.5,75.1,1,B
56,M,179.9,84.2,0,A
25,M,175.1,64.8,1,B
22,M,175,82.3,0,D
26,M,179.3,84.3,1,C
59,F,161.9,56.1,1,A
38,M,168.3,64.68,1,C
25,M,167,88,0,D
30,F,160.8,63.3,1,A
37,M,180.9,87,1,C
22,F,160.5,53.6,0,B
40,F,162.7,55.5,1,C
62,M,174.9,71.9,0,D
51,M,165.9,59.9,0,A
56,F,164,71.4,0,B
62,F,150,50.7,0,B
50,F,158.5,66.7,1,C
31,F,159.1,45.5,1,C
57,M,173.7,67.7,0,B
23,M,177.8,61.7,1,C
28,M,178.3,73.5,0,A
44,F,165.8,62,1,C
31,F,169.6,51.3,0,B
21,M,163.8,61.18,1,C
24,M,172.2,65.8,1,C
22,F,166.8,63,1,C
27,M,182,83.9,1,C
33,F,169.2,67.3,0,B
23,M,169.7,71.68,0,D
36,M,180.8,79.3,0,A
47,M,165.1,60.9,0,A
43,F,158.4,50.9,0,B
52,M,153.5,48.9,0,D
39,F,161.4,63.1,0,D
27,M,176.1,91.8,0,D
46,M,171.2,60,0,B
45,M,175.1,71.7,1,B
30,F,164.4,52.7,0,A
21,M,168.3,72.7,1,C
46,M,164.4,63.6,0,A
31,F,161.4,53.8,1,C
22,F,163.5,60.4,1,C
35,F,160.2,57.2,1,A
27,M,165.5,59.3,1,C
29,M,176.4,66.2,1,C
28,M,173.9,73.74,1,C
60,F,153.2,50.8,1,C
25,F,153.4,51.1,0,A
25,M,163.1,64.4,0,A
31,F,161.5,63.9,1,A
21,M,174.4,55.4,0,D
36,M,174.3,79.9,0,D
58,F,154.9,59.4,1,C
54,M,175.2,71.6,1,C
21,M,176.8,67.78,0,D
42,M,168.9,69.9,1,C
25,F,168.8,62.1,1,A
24,F,168.1,55.1,1,C
23,F,159.1,69.88,0,B
51,M,182.7,73.4,0,B
50,M,156.7,56.1,0,A
23,M,179.1,68.4,1,C
32,M,171.1,75.2,0,D
31,M,166.8,66,0,D
24,F,167.2,70,0,D
60,M,172.4,80.2,0,B
45,F,158.1,62.9,0,D
58,M,177.8,79.2,0,B
28,M,185.1,83,1,B
62,F,144.9,47.9,0,D
30,M,172.5,73,0,A
21,F,165.5,60.9,1,A
33,M,169.1,66.1,1,B
35,M,176.9,67.8,0,A
44,M,174.6,75,1,B
27,F,159.8,54.8,0,A
50,M,178.2,94.72,0,D
50,M,166,66.2,0,A
36,F,168,54.1,1,C
27,M,169.5,56.52,0,D
46,M,177.7,72.2,0,A
23,F,159.1,46.72,0,B
62,M,172.4,74.9,0,D
21,F,156.1,52.5,1,C
21,M,178.5,69.3,1,B
41,M,172.9,72.4,0,D
36,M,172.1,77,1,B
24,M,170.9,71.8,1,C
23,M,180.3,57.8,1,C
21,M,175.6,72.8,1,B
57,F,153.6,50.84,1,C
64,F,163.6,54.1,0,B
46,M,166.8,92,0,D
23,F,162.7,54.4,0,A
54,F,163.6,61,1,C
26,M,173.3,77.4,0,A
35,F,156.8,55.3,1,C
28,M,174.4,86.3,1,C
55,M,172.4,68.5,1,C
45,M,165.9,70.3,0,A
62,F,156.5,61.3,0,D
25,M,173.7,77.5,1,B
53,M,175.9,84.66,0,D
31,M,172,78.5,1,C
28,M,167.9,62.1,1,B
31,M,185.6,84.4,1,B
60,M,162.7,79.7,0,D
35,M,179.2,75,1,B
21,M,177.9,69,0,D
63,M,170.6,78.26,0,B
37,M,171.9,67.4,1,B
38,M,174.2,59,1,C
21,M,172,74.9,0,D
49,M,170.9,75.8,0,D
25,M,172,74,1,B
42,M,169.3,65.1,0,A
40,M,181.8,80.8,1,C
62,F,158.7,59.3,1,A
56,F,158,67.2,0,D
31,M,179.1,71.9,1,B
38,F,149.1,60.96,0,D
30,F,168.3,58,1,A
50,M,173,71.7,1,C
37,M,179.5,103.7,0,D
29,M,172.6,66.2,1,B
30,F,163.2,53.8,1,C
55,F,156.9,59.2,0,B
24,F,156.7,56.8,1,A
27,M,174,72.7,1,C
31,F,160,54.9,0,A
26,F,157.5,50.5,0,B
63,F,154.3,45.6,1,C
64,F,153.5,55,1,C
50,F,161.2,52.1,0,A
37,F,161,62.7,0,D
56,M,170.8,55.8,0,B
25,M,173,69.5,1,C
34,F,170.3,58.2,1,A
23,F,173.3,57.8,1,C
51,F,159.6,74.6,0,D
45,M,177.1,75.8,1,B
56,M,174.4,72.5,0,B
25,F,160,48.2,0,A
59,M,167,64.9,0,B
25,M,176.8,74.74,0,A
31,M,168,64.7,0,A
41,M,170.9,79.2,0,D
58,M,171.5,86.1,0,D
31,M,179.6,76.9,0,A
26,M,172.7,77.1,1,B
25,M,172.1,66.5,0,D
26,F,165.9,59.3,1,A
59,F,158.5,56.2,1,A
29,M,172.2,63.2,1,B
62,F,155.6,66.1,0,D
25,F,165.8,55.4,0,D
45,F,158.6,62.4,1,C
34,M,173.3,74,1,C
22,M,170,69.2,0,A
59,M,166.4,64.5,0,B
37,M,170.8,64.66,1,B
48,M,162.1,73.82,1,C
25,M,177.2,70.7,0,A
39,M,177.6,94.5,0,D
31,F,168.1,59.3,1,A
63,M,163,60.9,0,B
28,M,173.3,73,1,C
24,F,162.4,44.26,1,C
37,M,170.5,76.7,0,D
26,M,184,84,0,A
56,F,156.6,60.4,1,C
21,M,180.6,68.2,0,D
44,M,175.6,72.1,1,B
25,F,167.1,59.5,1,A
21,M,186.3,74.4,0,D
24,F,166.2,57.1,1,A
28,F,162.9,65.4,1,A
21,M,175,64.1,0,A
34,F,165.1,53.5,0,A
22,F,167.3,55.3,1,A
31,F,161.8,53.6,0,B
22,M,170.7,60.3,1,C
23,F,167.2,60.3,1,A
61,M,173.5,71,0,B
21,M,180.6,89.4,0,D
23,M,182.9,97.4,0,D
46,M,170.1,55.8,0,A
27,M,169.6,64.1,1,B
24,M,179.6,76.82,0,A
28,M,180.7,84.1,1,C
60,M,160.8,53.8,1,C
34,M,173.4,69.1,1,C
21,M,165.3,65.8,0,A
38,F,159.7,55.9,0,B
23,M,171.5,70.7,0,A
38,M,191.3,91.74,1,B
47,M,179,74.5,1,C
29,F,157.6,58.1,0,D
55,M,171.2,68.3,0,B
59,F,156,50.96,1,C
50,M,169.5,82.8,0,D
54,F,155.9,53.2,0,D
21,F,150.3,52,1,C
56,F,161.2,55.2,1,A
30,M,170.1,65,0,A
37,F,161.7,58.3,0,B
63,F,153.9,26.3,0,D
60,F,152.6,55,0,D
21,M,164.2,60.9,0,A
23,F,165.3,82.3,0,D
33,F,157.9,53.2,0,D
21,M,172.8,67.9,0,A
52,M,167.8,69.5,0,B
30,F,155.6,46.3,0,A
27,M,168.1,68.9,1,C
27,M,178.1,73.3,0,D
30,M,171.4,66,0,A
21,F,160,62.26,1,A
23,M,170.2,79.5,0,D
24,F,167,73.1,0,B
34,M,181,68.6,0,A
57,F,154.3,67.5,0,D
40,M,179.7,81.2,1,C
55,M,171.8,69.1,0,B
63,M,159.8,53.6,0,B
22,M,181.2,71.46,1,B
33,M,172.7,87.3,0,D
40,F,154.6,46.2,0,A
31,F,165.7,57.86,1,A
24,M,177.4,76,1,C
33,M,173,64.66,0,D
53,M,164.5,63,0,A
60,M,166.5,59.2,0,A
22,M,168,64.1,0,A
25,M,171.4,65.7,0,A
40,F,162,53.8,1,C
22,F,163.7,56.36,0,D
55,M,173.7,76.3,0,B
43,M,173.6,71.1,1,B
26,M,172.5,78.9,1,C
35,M,171.3,90.7,1,B
26,M,175.2,69.4,1,C
39,M,177.2,76.7,0,D
60,F,147.5,48.5,0,D
44,F,167.1,58.4,0,D
31,M,173.3,70.4,1,C
37,M,173.6,86,1,B
57,M,170.5,73,0,D
26,F,158.1,62.8,0,D
30,M,174.8,75.2,0,A
46,F,158.9,58.9,0,D
29,M,176.6,73.9,1,C
25,F,162.6,55.4,1,A
37,M,164.3,78,0,D
27,M,178.3,75.8,1,C
26,M,172.7,71.3,0,A
34,M,171,87,0,D
22,M,174.5,61.7,1,B
49,F,156.7,63.28,1,A
23,M,182.2,82.7,0,A
51,M,164.1,70.9,0,D
23,M,181,97.2,0,D
21,M,174.2,70.1,1,B
32,M,169.5,76,0,D
32,M,165.1,63.6,1,B
29,M,173.7,74.9,1,B
51,F,154.6,40.6,0,B
64,F,149,47.6,0,B
32,M,177.1,78.4,1,B
59,M,160.8,69.36,0,D
21,F,158,45.6,0,A
31,F,161,56.5,0,B
34,M,181.4,75.4,1,B
23,M,176.7,74,1,B
59,M,175.4,68.1,0,B
62,M,163.6,65.5,0,D
64,M,167,67.9,0,D
63,M,172,68.7,1,C
29,M,176.9,73,1,B
48,F,162.4,57.4,1,A
51,M,175.1,74.1,1,C
32,F,160.1,51.8,0,A
43,M,177.1,81.1,0,D
39,F,166,58.5,0,B
63,M,176.5,72.66,1,C
39,M,176,93.1,0,D
31,M,168,64.1,1,C
57,F,153.8,42.8,0,D
24,F,165.8,44.1,0,D
48,F,163.1,63.1,1,A
33,M,175.5,68.6,0,A
27,M,179.9,92.88,0,D
39,F,159.5,54.12,0,D
21,M,168.3,64.8,0,D
53,F,153.9,58.34,0,B
50,M,178.2,79.4,0,D
43,M,168.1,75.8,1,C
21,M,186.4,92.5,0,D
23,M,174,75.4,0,D
28,F,164.2,54.7,0,D
27,F,167.3,71.1,0,B
26,M,172.3,65.9,1,C
29,M,185.1,87.7,0,A
21,F,168.4,46.3,1,C
27,M,175.4,78.4,0,A
31,F,162,54.3,0,B
36,M,179.1,96.2,0,D
23,M,164.2,68.5,0,D
21,M,175.3,60.1,1,B
60,M,177.6,75.2,1,C
42,M,172.1,69.1,1,B
41,F,161.4,52.6,0,D
38,F,160.2,55.8,0,B
30,F,154.4,48.9,1,C
25,F,158.9,48.5,0,A
60,F,154.9,68,0,B
48,F,157.1,63.6,0,D
26,F,164.1,60.2,1,C
52,M,170,79.5,0,D
34,M,175,74.1,1,C
42,M,166.8,66.5,1,B
57,M,175.4,79.9,0,B
49,M,167.4,64.1,0,B
23,M,176.2,69.9,1,C
54,M,171.4,64.8,0,A
35,M,172.2,66.2,1,C
31,F,160.6,53.1,1,C
56,M,171.1,62.6,0,A
26,M,169.1,66.2,1,C
23,F,154.6,63.9,0,D
48,M,172.2,85.1,0,D
63,M,156,66.7,0,D
21,M,182.2,78.1,1,C
57,M,165.2,59,0,D
28,M,178.4,70.6,1,B
51,F,155.6,58,0,D
36,M,177,87.1,0,D
33,F,159.2,62.5,0,D
44,M,174.3,74.2,1,B
21,F,168,60.3,1,A
34,M,181.3,73.1,1,B
47,F,156.5,49.1,1,C
26,M,173.2,85.2,1,B
27,M,178.9,78.66,0,D
47,M,182.3,60,0,D
44,M,172.8,74.32,1,B
33,F,166.3,70.7,0,D
22,M,172.5,67.4,1,C
28,M,176.3,78,1,B
24,M,181,77.9,0,A
24,F,166.3,52.3,0,B
38,M,170.3,75.8,0,A
26,M,162.4,64.4,0,D
29,F,162.9,57.9,0,B
21,M,166.9,66.7,0,D
51,F,164,52.9,0,A
21,F,167.1,74.9,0,D
60,M,171.8,68.3,0,A
28,M,177.6,72.5,0,D
23,M,170,77.9,0,A
27,F,165.7,51.3,0,A
61,M,163.2,68.3,0,D
26,F,167.7,60.9,1,A
21,M,174.4,69.7,0,D
39,M,174.3,74.14,1,B
27,M,181.9,82.7,1,C
22,F,159.5,60.9,1,A
36,M,179.8,83,1,B
60,F,161,63.2,1,A
23,M,178.3,87.2,0,D
42,M,167.6,63.7,1,C
26,F,167.2,64.9,0,D
41,M,173.5,72.8,0,D
26,M,179,79.2,0,D
22,M,180.6,92.7,0,D
38,M,169.9,73,1,C
30,M,169.3,53.8,0,D
64,F,154,60.7,0,D
49,M,180.6,82.8,1,C
22,M,174.4,74.1,1,C
62,M,161.6,62.2,0,A
28,M,175.1,81.7,1,C
28,F,171.9,61.2,1,A
42,M,173.3,67.8,1,B
23,F,155.7,53.4,0,B
36,M,164.9,82.9,0,D
48,F,162.6,62.1,1,C
47,M,155,57.1,1,C
64,F,160.8,55.6,0,B
24,M,183.9,76.1,0,D
45,M,172.1,79.2,1,C
59,M,166.1,71,1,C
62,F,149.7,54.7,1,C
41,M,175.6,74.1,0,A
60,F,155.4,49.6,0,B
30,M,163.5,73.8,1,C
22,M,172,74.3,0,D
21,M,173.3,92.2,0,D
56,F,157.6,61.8,1,C
60,F,159.5,52.5,0,A
27,F,162.5,57,1,A
62,F,150.9,59.4,0,D
30,M,176.4,71.6,1,B
38,M,169,73.2,1,B
26,M,170.7,61.3,1,B
34,M,173,106.4,0,D
25,M,179.7,74.4,1,C
46,M,169.7,75,0,D
29,M,166.9,75.7,1,C
61,F,153.2,65.5,0,B
50,M,170.7,81.9,0,D
24,M,177.7,100.5,0,D
60,M,167.3,77.5,1,C
34,M,169.1,74.5,0,A
27,M,175.8,74.8,0,A
22,F,156.3,49,0,A
31,M,179,75.3,0,A
50,F,152,63.6,0,D
36,M,177.4,68.3,0,A
24,F,171.7,57.7,1,C
62,M,175.9,71,0,B
31,F,162.7,53.58,0,A
21,M,181.3,93.2,0,D
29,M,170.4,64.7,0,D
36,M,165.6,64,0,D
21,F,167.5,50.98,0,B
30,M,174,72.3,0,D
29,M,177.1,60.5,0,D
23,M,170.8,71.9,1,B
39,F,164,58.7,0,B
24,F,157.1,60.5,1,C
50,M,174.2,75.7,1,C
58,M,175.1,85.64,0,D
60,F,161.5,50.4,0,A
60,F,159.2,58.1,0,D
39,M,174.3,72.6,1,B
55,F,155,57.7,1,A
28,M,177.4,74.44,1,B
48,M,174.3,74.3,0,B
56,F,150.1,67.2,0,D
30,F,168.6,56.2,1,C
26,M,168.2,63.74,1,B
43,M,170,59.6,1,B
52,F,157,56.8,0,D
27,M,179.7,82.1,1,C
22,F,160.3,62.4,0,B
22,M,168.8,68.1,1,C
53,F,170,58.4,1,A
31,F,153.8,58.2,0,B
24,F,162,52.1,0,A
58,M,176.1,78.5,0,D
34,F,160.1,52.3,0,A
37,M,165.3,65,0,A
30,F,158.9,60.4,0,B
30,M,168.1,67.1,0,D
64,M,155.7,61.4,0,B
45,M,176.7,82.6,0,D
21,M,185.4,81.7,0,D
28,M,175.4,69.5,0,A
22,M,174.2,81.4,0,D
51,F,158,53.2,0,B
46,F,155,43,0,B
27,M,182.7,90.5,0,D
63,M,168.9,67.6,1,C
21,F,170.9,62.7,1,A
31,M,180.5,90,1,B
49,M,165.6,68.64,0,A
32,M,175.3,76.9,1,B
22,F,156.8,52.8,0,A
29,F,159.1,51.6,1,C
59,F,155.5,52.1,0,B
64,F,155.9,60.1,0,D
48,M,176.2,73,0,D
30,M,182.3,93.6,0,A
42,M,178.3,72.9,0,A
63,M,170,80.2,0,D
22,M,176.1,71.2,0,D
62,M,168.4,74.4,0,B
62,M,169.5,72.1,0,A
25,M,187.4,76.1,0,A
26,M,170.9,78.6,0,D
27,F,162.2,50.3,0,D
39,M,168.9,71.4,1,C
62,M,165.6,64.1,1,C
43,F,160.6,58.5,1,C
21,F,161.9,57.1,1,C
53,F,154.5,50.88,1,C
44,M,172.5,69.6,1,C
44,F,158.6,44.9,0,B
23,F,158,45,0,B
21,M,179.1,60.1,1,B
60,M,175.1,60.6,0,A
28,M,166.1,62.7,0,D
42,F,156.1,51.3,0,A
26,F,177.9,62,1,A
56,M,162.7,66.5,0,D
25,M,171,62,1,C
26,F,153,43.6,0,A
60,M,167,67.7,1,C
29,F,160.8,68.6,1,A
45,F,169,55.1,1,C
39,F,156.3,51.9,0,B
40,M,170.5,74.7,0,A
41,M,177.9,92.5,0,D
21,M,168.9,75.7,0,D
52,M,174.4,72.5,0,D
53,F,160,71.8,0,D
21,F,165.9,69.2,0,B
46,M,171,73.6,0,A
52,F,155.1,47.3,1,C
50,F,159.8,59,1,A
48,M,173.8,85.6,0,D
31,M,180.7,78.84,1,C
23,M,173,60.9,1,B
61,F,167.5,55.1,1,C
40,M,175.6,67.7,0,D
58,F,164.6,62.3,1,C
22,M,191.9,92.8,0,D
30,M,181.5,73.9,0,A
39,F,159,67.4,0,D
51,M,162.4,58.4,0,A
29,M,169,73.5,0,D
21,F,160.6,59,1,A
53,M,167.5,61.6,0,A
45,M,178.6,70.4,0,D
34,M,179.4,72.4,1,C
31,M,168.5,64.3,1,B
29,M,191.3,85.2,1,B
22,M,171.5,75,1,B
58,M,170.5,73.1,0,B
45,M,160.1,64.8,0,D
22,M,183,65.9,0,D
53,M,174.1,72.6,1,C
30,M,179.6,82.7,0,A
50,F,155.5,66.3,0,D
62,M,166.7,72.4,0,B
42,M,171.9,75.2,0,D
61,M,168.1,69.1,1,C
24,M,164.9,78.3,0,D
36,M,169.6,65.2,0,A
24,F,155.2,60.1,0,B
39,M,175.9,73.5,0,D
21,F,170.1,65.9,1,C
25,M,175,80.2,1,B
23,F,163,51.7,1,C
23,M,175.7,74.8,0,A
52,F,150.7,57.2,0,D
22,M,168,63.2,0,D
24,F,154.5,45.4,0,A
51,F,154.6,50.2,0,A
29,M,167.1,59.2,1,B
32,M,176.5,80.8,1,C
32,F,161.3,52,0,B
43,F,165.5,80.74,0,D
21,F,156.2,57.7,1,A
26,M,169.1,72.3,1,C
21,M,175.6,77,0,D
21,F,166.4,67.6,0,B
30,M,179.7,69,1,B
56,F,157.2,53,0,A
60,M,169.1,67.1,0,A
48,M,177.5,72.3,0,D
35,M,173.6,84.08,1,B
34,M,166.7,56.6,0,D
23,F,155.9,47.6,1,C
32,M,170.5,74.6,1,B
33,M,171.6,62.2,1,C
23,F,168.7,62.14,0,B
52,M,167.3,95.6,0,D
45,F,150.4,49,0,D
29,M,184.3,81.46,1,B
34,M,174.3,80.1,1,C
39,M,175.5,76.8,1,C
24,M,184.4,84.3,1,C
37,F,169,60.9,1,C
28,M,181,65.9,0,A
24,M,174.7,72.6,0,D
37,M,173.6,75.2,0,A
23,M,176.9,71.8,0,D
61,F,144.7,43.1,1,C
28,M,175.5,76.4,1,C
26,M,172,74.9,0,A
48,M,169.3,67.8,1,C
40,M,176.1,79.1,0,D
34,M,180.1,82.6,1,C
54,M,171.6,56.6,0,D
55,F,164.7,63.3,1,A
22,M,178.4,78.6,1,C
25,M,174.2,76.1,0,A
46,M,172,82.2,0,D
28,M,179.8,86.9,1,B
22,F,150.7,52.6,0,D
28,M,176.6,82.2,1,C
29,M,163.6,63.3,0,D
25,F,160.2,58.2,1,C
23,F,161.5,57.1,1,A
42,F,163.2,64.8,0,D
23,M,183.4,82.6,1,C
24,M,170,72.5,0,D
25,F,168.9,66,0,B
21,M,187,81.9,1,B
22,M,170.2,73.5,0,D
30,F,165.7,47,0,A
32,M,177,72.6,1,B
61,M,166.9,69.3,0,A
37,M,173.9,76.3,0,A
36,F,164.5,50.8,0,B
22,M,176.5,69,1,B
43,M,169.7,64.7,1,B
34,M,179,96.1,0,D
29,M,171,70.6,0,A
38,F,168.4,64.3,0,B
30,M,166.1,66.4,1,C
28,M,175,75.3,1,B
24,M,176.1,73.5,0,A
23,M,174,70.7,0,A
49,M,173.8,63.04,1,C
60,F,153.3,53.6,0,B
23,M,173,64.2,0,D
29,F,170.6,68.2,1,C
60,M,167.9,65.6,0,A
22,F,160.3,47.1,0,A
51,F,164.4,55.8,0,B
60,F,155.3,53.4,0,D
24,F,163,59.5,1,A
23,M,175.1,73.6,0,A
29,M,169,78.6,0,A
60,M,169.7,66,1,C
56,M,177,76.1,0,A
33,M,180.4,74.8,1,B
21,M,171.1,72.8,1,C
49,M,174.7,67.4,0,D
23,M,182.3,71.3,1,B
29,M,174.3,78.7,1,B
21,M,184.5,76.9,1,C
33,M,165.1,59,1,B
52,M,169.3,64.9,0,D
36,M,174.1,82,0,D
34,M,174.7,68.3,1,B
54,M,165.7,73.6,0,D
33,F,160,52.6,0,B
30,M,172.5,74.8,0,A
21,F,155.5,55.3,1,C
41,F,155.2,45.6,0,A
29,M,175.7,70.6,0,A
54,F,150.1,56.1,1,C
25,F,160.8,54.58,0,D
54,M,168.6,66,0,D
27,M,164,61.7,1,C
47,F,154.7,50.9,1,C
25,F,169.2,53.1,0,B
46,F,154.5,52.6,1,C
49,M,168.8,73.3,0,A
23,F,166.5,55.6,0,B
54,M,173.4,86.9,0,B
38,F,151.5,49.6,0,D
64,M,174,64.1,1,C
53,M,176.4,67.4,0,B
